,LAT,LOCATION,LON,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
"(40.7614714, -73.7169133)",40.7614714,1, -73.7169133,0.0,0.0
"(40.7614724, -73.8180778)",40.7614724,24, -73.8180778,7.0,0.0
"(40.761475, -73.8045808)",40.761475,1, -73.8045808,0.0,0.0
"(40.7614762, -73.7614762)",40.7614762,4, -73.7614762,0.0,0.0
"(40.7614809, -73.8047757)",40.7614809,1, -73.8047757,0.0,0.0
"(40.7614858, -73.9605992)",40.7614858,200, -73.9605992,35.0,0.0
"(40.7614993, -73.7262012)",40.7614993,4, -73.7262012,0.0,0.0
"(40.7614997, -73.7981661)",40.7614997,4, -73.7981661,0.0,0.0
"(40.7615008, -73.9978197)",40.7615008,88, -73.9978197,9.0,0.0
"(40.7615106, -73.8836061)",40.7615106,17, -73.8836061,8.0,0.0
"(40.7615132, -73.8143957)",40.7615132,7, -73.8143957,1.0,0.0
"(40.7615204, -73.7943938)",40.7615204,3, -73.7943938,1.0,0.0
"(40.7615224, -73.8329247)",40.7615224,25, -73.8329247,1.0,0.0
"(40.7615364, -73.8019382)",40.7615364,2, -73.8019382,1.0,0.0
"(40.7615384, -73.8270732)",40.7615384,1, -73.8270732,0.0,0.0
"(40.7615427, -73.9257178)",40.7615427,1, -73.9257178,0.0,0.0
"(40.7615472, -73.8311197)",40.7615472,111, -73.8311197,18.0,0.0
"(40.7615495, -73.7953322)",40.7615495,1, -73.7953322,0.0,0.0
"(40.7615508, -73.9665842)",40.7615508,311, -73.9665842,30.0,0.0
"(40.7615555, -73.9940691)",40.7615555,121, -73.9940691,13.0,0.0
"(40.7615572, -73.8634959)",40.7615572,1, -73.8634959,0.0,0.0
"(40.761577, -73.7231217)",40.761577,2, -73.7231217,0.0,0.0
"(40.7615956, -73.793437)",40.7615956,11, -73.793437,3.0,0.0
"(40.7615982, -73.7607322)",40.7615982,1, -73.7607322,0.0,0.0
"(40.7615996, -73.9245879)",40.7615996,35, -73.9245879,5.0,0.0
"(40.7616008, -73.9686418)",40.7616008,70, -73.9686418,9.0,0.0
"(40.7616063, -73.760696)",40.7616063,1, -73.760696,0.0,0.0
"(40.7616074, -73.9903149)",40.7616074,145, -73.9903149,20.0,0.0
"(40.7616085, -73.8826782)",40.7616085,14, -73.8826782,4.0,0.0
"(40.7616096, -73.9707499)",40.7616096,220, -73.9707499,30.0,0.0
"(40.7616156, -73.9728508)",40.7616156,49, -73.9728508,3.0,0.0
"(40.7616166, -73.7991007)",40.7616166,3, -73.7991007,0.0,0.0
"(40.7616218, -73.8769928)",40.7616218,11, -73.8769928,2.0,0.0
"(40.7616241, -73.8220734)",40.7616241,64, -73.8220734,17.0,0.0
"(40.7616261, -73.725273)",40.7616261,1, -73.725273,0.0,0.0
"(40.7616363, -73.7962633)",40.7616363,5, -73.7962633,0.0,0.0
"(40.7616377, -73.9055101)",40.7616377,3, -73.9055101,0.0,0.0
"(40.7616387, -73.910192)",40.7616387,16, -73.910192,3.0,0.0
"(40.7616388, -73.8156948)",40.7616388,1, -73.8156948,0.0,0.0
"(40.7616411, -73.8672283)",40.7616411,23, -73.8672283,9.0,0.0
"(40.7616449, -73.7688144)",40.7616449,11, -73.7688144,3.0,0.0
"(40.7616511, -73.8271379)",40.7616511,41, -73.8271379,8.0,0.0
"(40.7616566, -73.8712207)",40.7616566,1, -73.8712207,0.0,0.0
"(40.7616592, -73.9865607)",40.7616592,121, -73.9865607,17.0,0.0
"(40.7616682, -73.9749156)",40.7616682,124, -73.9749156,17.0,1.0
"(40.76167, -73.7759617)",40.76167,4, -73.7759617,2.0,0.0
"(40.7616715, -73.9212343)",40.7616715,1, -73.9212343,0.0,0.0
"(40.7616797, -73.8969007)",40.7616797,1, -73.8969007,0.0,0.0
"(40.7616851, -73.7603059)",40.7616851,30, -73.7603059,7.0,0.0
"(40.7616864, -73.9416152)",40.7616864,8, -73.9416152,0.0,0.0
"(40.7616905, -73.7328208)",40.7616905,14, -73.7328208,16.0,0.0
"(40.7616914, -73.7428344)",40.7616914,2, -73.7428344,0.0,0.0
"(40.7616929, -73.8692894)",40.7616929,1, -73.8692894,1.0,0.0
"(40.7616939, -73.917888)",40.7616939,32, -73.917888,5.0,0.0
"(40.7617036, -73.8817468)",40.7617036,8, -73.8817468,2.0,0.0
"(40.7617055, -73.93158)",40.7617055,12, -73.93158,1.0,0.0
"(40.7617191, -73.9828066)",40.7617191,65, -73.9828066,12.0,0.0
"(40.7617326, -73.7917688)",40.7617326,3, -73.7917688,0.0,0.0
"(40.761734, -73.7600711)",40.761734,2, -73.7600711,0.0,0.0
"(40.7617343, -73.7669081)",40.7617343,1, -73.7669081,0.0,0.0
"(40.7617379, -73.8437175)",40.7617379,29, -73.8437175,7.0,0.0
"(40.7617379, -73.8631707)",40.7617379,2, -73.8631707,0.0,0.0
"(40.7617395, -73.7291314)",40.7617395,1, -73.7291314,0.0,0.0
"(40.7617443, -73.724204)",40.7617443,6, -73.724204,1.0,0.0
"(40.7617451, -73.8135251)",40.7617451,11, -73.8135251,2.0,0.0
"(40.7617493, -73.8730759)",40.7617493,1, -73.8730759,0.0,0.0
"(40.7617706, -73.979056)",40.7617706,157, -73.979056,11.0,0.0
"(40.7617711, -73.8680908)",40.7617711,1, -73.8680908,0.0,0.0
"(40.7617894, -73.9574405)",40.7617894,50, -73.9574405,10.0,0.0
"(40.7617957, -73.8779743)",40.7617957,5, -73.8779743,3.0,0.0
"(40.7617967, -73.7678933)",40.7617967,6, -73.7678933,0.0,0.0
"(40.761805, -73.7908733)",40.761805,4, -73.7908733,1.0,0.0
"(40.7618069, -73.8808189)",40.7618069,4, -73.8808189,0.0,0.0
"(40.7618125, -73.8682928)",40.7618125,16, -73.8682928,5.0,0.0
"(40.7618257, -73.8009627)",40.7618257,2, -73.8009627,1.0,0.0
"(40.7618397, -73.7594101)",40.7618397,24, -73.7594101,1.0,0.0
"(40.7618505, -73.8805011)",40.7618505,1, -73.8805011,0.0,0.0
"(40.7618573, -73.9634255)",40.7618573,199, -73.9634255,24.0,0.0
"(40.7618667, -73.7592006)",40.7618667,4, -73.7592006,0.0,0.0
"(40.7618775, -73.7899743)",40.7618775,12, -73.7899743,1.0,0.0
"(40.7618784, -73.895045)",40.7618784,1, -73.895045,0.0,0.0
"(40.7618791, -73.7231854)",40.7618791,17, -73.7231854,0.0,0.0
"(40.7618909, -73.8296641)",40.7618909,58, -73.8296641,4.0,0.0
"(40.7618939, -73.9663494)",40.7618939,1, -73.9663494,0.0,0.0
"(40.761896, -73.7291524)",40.761896,5, -73.7291524,1.0,0.0
"(40.7618986, -73.8018902)",40.7618986,10, -73.8018902,0.0,0.0
"(40.7619048, -73.8798873)",40.7619048,9, -73.8798873,2.0,0.0
"(40.7619093, -73.9726485)",40.7619093,1, -73.9726485,0.0,0.0
"(40.7619097, -73.7750512)",40.7619097,10, -73.7750512,2.0,0.0
"(40.7619458, -73.7669795)",40.7619458,7, -73.7669795,0.0,0.0
"(40.7619555, -73.9616927)",40.7619555,1, -73.9616927,0.0,0.0
"(40.7619571, -73.8970519)",40.7619571,3, -73.8970519,0.0,0.0
"(40.7619617, -73.869112)",40.7619617,1, -73.869112,0.0,0.0
"(40.7619634, -73.8731152)",40.7619634,1, -73.8731152,0.0,0.0
"(40.761968, -73.89694)",40.761968,8, -73.89694,0.0,0.0
"(40.7619707, -73.9253817)",40.7619707,115, -73.9253817,30.0,0.0
"(40.7619834, -73.8789523)",40.7619834,8, -73.8789523,2.0,0.0
"(40.7619862, -73.8066008)",40.7619862,1, -73.8066008,0.0,0.0
"(40.7619894, -73.8693285)",40.7619894,29, -73.8693285,6.0,0.0
"(40.7619942, -73.7584818)",40.7619942,113, -73.7584818,20.0,0.0
"(40.7619942, -73.9424705)",40.7619942,34, -73.9424705,19.0,0.0
"(40.7620034, -73.8966764)",40.7620034,2, -73.8966764,0.0,0.0
"(40.7620126, -73.9109929)",40.7620126,10, -73.9109929,3.0,0.0
"(40.762017, -73.8965537)",40.762017,6, -73.8965537,1.0,0.0
"(40.7620217, -73.9120975)",40.7620217,5, -73.9120975,1.0,0.0
"(40.7620224, -73.7881833)",40.7620224,1, -73.7881833,0.0,0.0
"(40.762025, -74.0011515)",40.762025,257, -74.0011515,31.0,0.0
"(40.7620315, -73.8124052)",40.7620315,9, -73.8124052,1.0,0.0
"(40.7620321, -73.8094163)",40.7620321,1, -73.8094163,0.0,0.0
"(40.7620357, -73.7221127)",40.7620357,1, -73.7221127,0.0,0.0
"(40.7620632, -73.8960229)",40.7620632,10, -73.8960229,3.0,0.0
"(40.7620646, -73.8158814)",40.7620646,24, -73.8158814,8.0,0.0
"(40.762065, -73.9836295)",40.762065,49, -73.9836295,9.0,0.0
"(40.7620674, -73.8075282)",40.7620674,6, -73.8075282,1.0,0.0
"(40.7620732, -73.9186853)",40.7620732,31, -73.9186853,6.0,0.0
"(40.7620798, -73.8428322)",40.7620798,18, -73.8428322,3.0,0.0
"(40.7620866, -73.7742492)",40.7620866,4, -73.7742492,0.0,0.0
"(40.7620926, -73.738187)",40.7620926,1, -73.738187,0.0,0.0
"(40.7620943, -73.7569053)",40.7620943,1, -73.7569053,0.0,0.0
"(40.7620949, -73.7660585)",40.7620949,8, -73.7660585,0.0,0.0
"(40.7620949, -73.7872879)",40.7620949,3, -73.7872879,0.0,0.0
"(40.7620951, -73.8611484)",40.7620951,1, -73.8611484,0.0,0.0
"(40.7620983, -73.9274933)",40.7620983,4, -73.9274933,2.0,0.0
"(40.7621051, -73.8354248)",40.7621051,20, -73.8354248,3.0,0.0
"(40.762106, -73.9601368)",40.762106,102, -73.9601368,21.0,0.0
"(40.7621106, -73.9065094)",40.7621106,8, -73.9065094,1.0,0.0
"(40.7621138, -73.8701188)",40.7621138,2, -73.8701188,0.0,0.0
"(40.7621176, -73.8662743)",40.7621176,3, -73.8662743,0.0,0.0
"(40.7621266, -73.9973865)",40.7621266,77, -73.9973865,2.0,0.0
"(40.7621273, -73.771224)",40.7621273,1, -73.771224,0.0,0.0
"(40.7621308, -73.8249346)",40.7621308,26, -73.8249346,2.0,0.0
"(40.7621323, -73.8037413)",40.7621323,43, -73.8037413,17.0,0.0
"(40.7621423, -73.962133)",40.7621423,1, -73.962133,0.0,0.0
"(40.7621433, -73.8624479)",40.7621433,1, -73.8624479,0.0,0.0
"(40.7621479, -73.8346378)",40.7621479,3, -73.8346378,1.0,0.0
"(40.7621612, -73.8950842)",40.7621612,15, -73.8950842,2.0,0.0
"(40.7621617, -73.8425541)",40.7621617,1, -73.8425541,0.0,0.0
"(40.7621668, -73.892265)",40.7621668,1, -73.892265,0.0,0.0
"(40.7621678, -73.9994333)",40.7621678,3, -73.9994333,0.0,0.0
"(40.7621684, -73.9345973)",40.7621684,1, -73.9345973,0.0,0.0
"(40.7621717, -73.8704003)",40.7621717,29, -73.8704003,8.0,0.0
"(40.7621793, -73.9661291)",40.7621793,159, -73.9661291,21.0,1.0
"(40.7621841, -73.9936106)",40.7621841,70, -73.9936106,10.0,0.0
"(40.7621936, -73.7379375)",40.7621936,1, -73.7379375,0.0,0.0
"(40.7622123, -73.7437998)",40.7622123,1, -73.7437998,0.0,0.0
"(40.7622265, -73.9681866)",40.7622265,120, -73.9681866,19.0,0.0
"(40.7622267, -73.8340672)",40.7622267,6, -73.8340672,0.0,0.0
"(40.7622312, -73.8315367)",40.7622312,1, -73.8315367,1.0,0.0
"(40.7622359, -73.9898636)",40.7622359,84, -73.9898636,7.0,0.0
"(40.7622495, -73.765141)",40.7622495,4, -73.765141,0.0,0.0
"(40.7622581, -73.8274467)",40.7622581,1, -73.8274467,0.0,0.0
"(40.76226, -73.7569828)",40.76226,141, -73.7569828,24.0,0.0
"(40.7622661, -73.806535)",40.7622661,3, -73.806535,0.0,0.0
"(40.762272, -73.9958054)",40.762272,1, -73.9958054,0.0,0.0
"(40.762273, -73.8913371)",40.762273,1, -73.8913371,1.0,0.0
"(40.7622757, -73.8913154)",40.7622757,2, -73.8913154,0.0,0.0
"(40.7622847, -73.770321)",40.7622847,1, -73.770321,0.0,0.0
"(40.7622856, -73.8274358)",40.7622856,1, -73.8274358,0.0,0.0
"(40.7622874, -73.9702587)",40.7622874,100, -73.9702587,14.0,0.0
"(40.762288, -73.9723632)",40.762288,164, -73.9723632,10.0,1.0
"(40.7622901, -73.7333274)",40.7622901,4, -73.7333274,0.0,0.0
"(40.7622904, -73.9861058)",40.7622904,90, -73.9861058,8.0,0.0
"(40.7622939, -73.9744569)",40.7622939,102, -73.9744569,9.0,0.0
"(40.7622989, -73.8712014)",40.7622989,1, -73.8712014,0.0,0.0
"(40.7623193, -73.792951)",40.7623193,1, -73.792951,0.0,0.0
"(40.762332, -73.8713565)",40.762332,27, -73.8713565,8.0,0.0
"(40.7623352, -73.8331717)",40.7623352,25, -73.8331717,2.0,0.0
"(40.7623396, -73.9151582)",40.7623396,13, -73.9151582,4.0,0.0
"(40.7623418, -73.807495)",40.7623418,1, -73.807495,0.0,0.0
"(40.7623421, -73.9823516)",40.7623421,90, -73.9823516,11.0,0.0
"(40.76235, -73.9261862)",40.76235,32, -73.9261862,9.0,0.0
"(40.7623543, -73.8932393)",40.7623543,9, -73.8932393,1.0,0.0
"(40.762362, -73.8147904)",40.762362,29, -73.8147904,7.0,0.0
"(40.7623706, -73.8620467)",40.7623706,2, -73.8620467,1.0,0.0
"(40.7623709, -73.8904019)",40.7623709,1, -73.8904019,0.0,0.0
"(40.7623764, -73.8904055)",40.7623764,1, -73.8904055,0.0,0.0
"(40.7623795, -73.929435)",40.7623795,4, -73.929435,1.0,0.0
"(40.7623853, -73.9034334)",40.7623853,16, -73.9034334,0.0,1.0
"(40.762386, -73.7429292)",40.762386,6, -73.7429292,3.0,0.0
"(40.7623893, -73.9117974)",40.7623893,17, -73.9117974,4.0,0.0
"(40.7623963, -73.9786009)",40.7623963,139, -73.9786009,15.0,0.0
"(40.7623986, -73.7642236)",40.7623986,6, -73.7642236,1.0,0.0
"(40.7624014, -73.9766372)",40.7624014,1, -73.9766372,0.0,0.0
"(40.7624083, -73.770382)",40.7624083,1, -73.770382,1.0,0.0
"(40.7624134, -73.7814534)",40.7624134,2, -73.7814534,2.0,0.0
"(40.7624134, -73.7918641)",40.7624134,6, -73.7918641,1.0,0.0
"(40.7624177, -73.9569852)",40.7624177,30, -73.9569852,2.0,0.0
"(40.7624202, -73.8275149)",40.7624202,121, -73.8275149,13.0,0.0
"(40.7624229, -73.8084152)",40.7624229,1, -73.8084152,0.0,0.0
"(40.7624333, -73.8424668)",40.7624333,2, -73.8424668,0.0,0.0
"(40.7624369, -73.7723673)",40.7624369,5, -73.7723673,0.0,0.0
"(40.7624473, -73.7254934)",40.7624473,1, -73.7254934,0.0,0.0
"(40.7624498, -73.9194827)",40.7624498,21, -73.9194827,18.0,0.0
"(40.7624523, -73.8923042)",40.7624523,7, -73.8923042,3.0,0.0
"(40.7624721, -73.7721289)",40.7624721,1, -73.7721289,0.0,0.0
"(40.7624748, -73.9282906)",40.7624748,4, -73.9282906,0.0,0.0
"(40.7624846, -73.9073102)",40.7624846,13, -73.9073102,2.0,0.0
"(40.7624859, -73.7909687)",40.7624859,5, -73.7909687,0.0,0.0
"(40.7624884, -73.9629739)",40.7624884,197, -73.9629739,22.0,0.0
"(40.7625005, -73.7825216)",40.7625005,5, -73.7825216,0.0,0.0
"(40.7625052, -73.8034839)",40.7625052,1, -73.8034839,0.0,0.0
"(40.7625055, -73.8036933)",40.7625055,39, -73.8036933,5.0,0.0
"(40.762523, -73.8655479)",40.762523,5, -73.8655479,0.0,0.0
"(40.7625299, -73.9380443)",40.7625299,12, -73.9380443,6.0,0.0
"(40.7625396, -73.8027438)",40.7625396,4, -73.8027438,0.0,0.0
"(40.7625454, -73.7717099)",40.7625454,1, -73.7717099,0.0,0.0
"(40.7625488, -73.8689303)",40.7625488,1, -73.8689303,0.0,0.0
"(40.7625512, -73.8270308)",40.7625512,1, -73.8270308,0.0,0.0
"(40.7625532, -73.7633098)",40.7625532,7, -73.7633098,0.0,0.0
"(40.7625548, -73.727991)",40.7625548,1, -73.727991,0.0,0.0
"(40.7625557, -73.8913763)",40.7625557,16, -73.8913763,7.0,0.0
"(40.7625584, -73.7900696)",40.7625584,4, -73.7900696,1.0,0.0
"(40.7625656, -73.8185874)",40.7625656,29, -73.8185874,5.0,0.0
"(40.7625714, -73.7292002)",40.7625714,2, -73.7292002,0.0,0.0
"(40.7625764, -73.8017871)",40.7625764,1, -73.8017871,0.0,0.0
"(40.7625791, -73.8017871)",40.7625791,1, -73.8017871,0.0,0.0
"(40.7625805, -73.8885498)",40.7625805,1, -73.8885498,0.0,0.0
"(40.7625822, -74.0003863)",40.7625822,84, -74.0003863,9.0,0.0
"(40.7625895, -73.8046316)",40.7625895,46, -73.8046316,9.0,0.0
"(40.7625911, -73.7854633)",40.7625911,3, -73.7854633,1.0,0.0
"(40.7625929, -73.7187315)",40.7625929,1, -73.7187315,0.0,0.0
"(40.7626309, -73.7891741)",40.7626309,2, -73.7891741,0.0,0.0
"(40.7626445, -73.8615733)",40.7626445,12, -73.8615733,5.0,0.0
"(40.7626446, -73.7265142)",40.7626446,1, -73.7265142,0.0,0.0
"(40.762645, -73.7805646)",40.762645,5, -73.7805646,1.0,0.0
"(40.762658, -73.8732511)",40.762658,28, -73.8732511,14.0,0.0
"(40.7626591, -73.8904448)",40.7626591,6, -73.8904448,8.0,0.0
"(40.7626604, -73.9691791)",40.7626604,1, -73.9691791,0.0,0.0
"(40.7626736, -73.7365819)",40.7626736,1, -73.7365819,0.0,0.0
"(40.7626803, -73.7705182)",40.7626803,46, -73.7705182,12.0,0.0
"(40.7627026, -73.8017795)",40.7627026,5, -73.8017795,3.0,0.0
"(40.7627033, -73.788275)",40.7627033,8, -73.788275,2.0,0.0
"(40.7627073, -73.9832142)",40.7627073,50, -73.9832142,4.0,0.0
"(40.7627105, -73.7623959)",40.7627105,4, -73.7623959,1.0,0.0
"(40.7627226, -73.9340697)",40.7627226,1, -73.9340697,0.0,0.0
"(40.7627251, -73.8694534)",40.7627251,3, -73.8694534,0.0,0.0
"(40.7627265, -73.9269872)",40.7627265,32, -73.9269872,7.0,0.0
"(40.7627385, -73.7385924)",40.7627385,1, -73.7385924,0.0,0.0
"(40.7627399, -73.959696)",40.7627399,74, -73.959696,6.0,0.0
"(40.7627471, -73.8332862)",40.7627471,145, -73.8332862,36.0,0.0
"(40.7627486, -73.8343367)",40.7627486,12, -73.8343367,2.0,0.0
"(40.7627496, -73.9969136)",40.7627496,93, -73.9969136,10.0,0.0
"(40.7627585, -73.822601)",40.7627585,36, -73.822601,6.0,0.0
"(40.7627598, -73.8895205)",40.7627598,17, -73.8895205,8.0,0.0
"(40.7627658, -73.7970504)",40.7627658,13, -73.7970504,1.0,0.0
"(40.7627659, -73.9125983)",40.7627659,25, -73.9125983,7.0,0.0
"(40.7627685, -73.8348673)",40.7627685,2, -73.8348673,0.0,0.0
"(40.7627702, -73.7979962)",40.7627702,7, -73.7979962,1.0,0.0
"(40.7627758, -73.7873796)",40.7627758,1, -73.7873796,0.0,0.0
"(40.7627943, -73.7961081)",40.7627943,13, -73.7961081,2.0,0.0
"(40.7627943, -73.8355747)",40.7627943,42, -73.8355747,5.0,0.0
"(40.7627997, -73.7796399)",40.7627997,1, -73.7796399,1.0,0.0
"(40.7628016, -73.8740522)",40.7628016,1, -73.8740522,0.0,0.0
"(40.7628049, -73.9656703)",40.7628049,71, -73.9656703,10.0,1.0
"(40.7628071, -73.9931557)",40.7628071,90, -73.9931557,12.0,0.0
"(40.7628182, -73.8741966)",40.7628182,10, -73.8741966,1.0,0.0
"(40.7628236, -73.9202836)",40.7628236,22, -73.9202836,7.0,0.0
"(40.7628268, -73.9339794)",40.7628268,51, -73.9339794,22.0,0.0
"(40.7628293, -73.9289978)",40.7628293,11, -73.9289978,2.0,0.0
"(40.762835, -73.9388996)",40.762835,4, -73.9388996,0.0,0.0
"(40.7628488, -73.8053745)",40.7628488,1, -73.8053745,0.0,0.0
"(40.7628509, -73.8150164)",40.7628509,5, -73.8150164,1.0,0.0
"(40.7628522, -73.9677279)",40.7628522,99, -73.9677279,20.0,0.0
"(40.7628538, -73.8692257)",40.7628538,2, -73.8692257,0.0,0.0
"(40.7628542, -73.7989309)",40.7628542,6, -73.7989309,2.0,0.0
"(40.7628577, -73.888589)",40.7628577,10, -73.888589,2.0,0.0
"(40.7628585, -73.9081111)",40.7628585,6, -73.9081111,3.0,0.0
"(40.762859, -73.9894015)",40.762859,106, -73.9894015,15.0,0.0
"(40.7628675, -73.7680593)",40.7628675,1, -73.7680593,0.0,0.0
"(40.7628777, -73.7951513)",40.7628777,7, -73.7951513,1.0,0.0
"(40.7628827, -73.8092911)",40.7628827,1, -73.8092911,0.0,0.0
"(40.7628902, -73.805526)",40.7628902,26, -73.805526,10.0,0.0
"(40.7628923, -73.733834)",40.7628923,9, -73.733834,0.0,0.0
"(40.7628993, -73.7949382)",40.7628993,1, -73.7949382,0.0,0.0
"(40.7629012, -73.9581545)",40.7629012,1, -73.9581545,0.0,0.0
"(40.7629023, -73.8810046)",40.7629023,1, -73.8810046,0.0,0.0
"(40.7629027, -73.7691746)",40.7629027,12, -73.7691746,1.0,0.0
"(40.7629127, -73.7714343)",40.7629127,1, -73.7714343,0.0,0.0
"(40.7629131, -73.9697999)",40.7629131,156, -73.9697999,31.0,1.0
"(40.7629162, -73.9856472)",40.7629162,69, -73.9856472,17.0,0.0
"(40.7629178, -73.8008078)",40.7629178,5, -73.8008078,0.0,0.0
"(40.7629209, -73.7857186)",40.7629209,9, -73.7857186,2.0,0.0
"(40.7629271, -73.7998656)",40.7629271,5, -73.7998656,0.0,0.0
"(40.7629284, -73.8648252)",40.7629284,3, -73.8648252,1.0,0.0
"(40.7629286, -73.753865)",40.7629286,1, -73.753865,0.0,0.0
"(40.7629414, -73.7776865)",40.7629414,2, -73.7776865,0.0,0.0
"(40.7629537, -73.8319573)",40.7629537,160, -73.8319573,27.0,0.0
"(40.7629539, -73.7756397)",40.7629539,1, -73.7756397,1.0,0.0
"(40.7629584, -73.8876611)",40.7629584,12, -73.8876611,1.0,0.0
"(40.7629611, -73.8848273)",40.7629611,1, -73.8848273,0.0,0.0
"(40.7629631, -73.9718684)",40.7629631,100, -73.9718684,9.0,0.0
"(40.7629639, -73.8102439)",40.7629639,4, -73.8102439,1.0,0.0
"(40.7629663, -73.9739693)",40.7629663,237, -73.9739693,29.0,0.0
"(40.7629674, -73.875124)",40.7629674,1, -73.875124,0.0,0.0
"(40.7629678, -73.9818929)",40.7629678,73, -73.9818929,13.0,0.0
"(40.7629734, -73.760785)",40.7629734,14, -73.760785,3.0,0.0
"(40.7629768, -73.8253151)",40.7629768,22, -73.8253151,2.0,0.0
"(40.7629777, -73.7682466)",40.7629777,1, -73.7682466,0.0,0.0
"(40.7629853, -73.770676)",40.7629853,2, -73.770676,0.0,0.0
"(40.762987, -73.7285343)",40.762987,2, -73.7285343,0.0,0.0
"(40.7629894, -73.7672755)",40.7629894,5, -73.7672755,0.0,0.0
"(40.7630077, -73.7941907)",40.7630077,3, -73.7941907,1.0,0.0
"(40.7630088, -73.8753225)",40.7630088,62, -73.8753225,18.0,0.0
"(40.7630248, -73.9781387)",40.7630248,108, -73.9781387,19.0,0.0
"(40.7630356, -73.7767296)",40.7630356,3, -73.7767296,0.0,0.0
"(40.7630419, -73.7356094)",40.7630419,1, -73.7356094,0.0,0.0
"(40.7630424, -73.8112255)",40.7630424,3, -73.8112255,0.0,0.0
"(40.7630429, -73.7706939)",40.7630429,5, -73.7706939,1.0,0.0
"(40.7630434, -73.9565264)",40.7630434,42, -73.9565264,5.0,0.0
"(40.7630535, -73.8867296)",40.7630535,13, -73.8867296,6.0,0.0
"(40.7630617, -73.8838778)",40.7630617,1, -73.8838778,0.0,0.0
"(40.7630635, -73.882932)",40.7630635,1, -73.882932,0.0,0.0
"(40.7630657, -73.7412769)",40.7630657,1, -73.7412769,0.0,0.0
"(40.7630828, -73.814153)",40.7630828,5, -73.814153,1.0,0.0
"(40.7631025, -73.7859598)",40.7631025,1, -73.7859598,0.0,0.0
"(40.7631141, -73.9625151)",40.7631141,271, -73.9625151,14.0,0.0
"(40.7631147, -73.9996498)",40.7631147,93, -73.9996498,15.0,0.0
"(40.7631161, -73.8705572)",40.7631161,1, -73.8705572,0.0,0.0
"(40.7631284, -73.8312493)",40.7631284,27, -73.8312493,0.0,0.0
"(40.7631291, -73.9397152)",40.7631291,11, -73.9397152,2.0,0.0
"(40.7631298, -73.775751)",40.7631298,10, -73.775751,2.0,0.0
"(40.7631303, -73.7663581)",40.7631303,2, -73.7663581,0.0,0.0
"(40.7631304, -73.8760948)",40.7631304,1, -73.8760948,0.0,0.0
"(40.7631344, -73.7340496)",40.7631344,1, -73.7340496,0.0,0.0
"(40.7631398, -73.9133956)",40.7631398,32, -73.9133956,7.0,0.0
"(40.7631415, -73.75977)",40.7631415,5, -73.75977,0.0,0.0
"(40.7631415, -73.8761525)",40.7631415,1, -73.8761525,0.0,0.0
"(40.7631428, -73.9664462)",40.7631428,1, -73.9664462,1.0,0.0
"(40.7631432, -73.7932264)",40.7631432,24, -73.7932264,6.0,0.0
"(40.7631514, -73.8858017)",40.7631514,12, -73.8858017,6.0,0.0
"(40.7631517, -73.8126006)",40.7631517,13, -73.8126006,2.0,0.0
"(40.763156, -73.7257071)",40.763156,1, -73.7257071,0.0,0.0
"(40.7631605, -73.8163873)",40.7631605,14, -73.8163873,3.0,0.0
"(40.763172, -73.8310506)",40.763172,1, -73.8310506,0.0,0.0
"(40.7631722, -73.9243984)",40.7631722,1, -73.9243984,0.0,0.0
"(40.7631796, -73.7788301)",40.7631796,1, -73.7788301,0.0,0.0
"(40.7631801, -73.8763293)",40.7631801,12, -73.8763293,1.0,0.0
"(40.7631936, -73.8064312)",40.7631936,37, -73.8064312,8.0,0.0
"(40.7631985, -73.8705932)",40.7631985,1, -73.8705932,0.0,0.0
"(40.7631993, -73.8309495)",40.7631993,1, -73.8309495,0.0,0.0
"(40.7632002, -73.9210809)",40.7632002,29, -73.9210809,12.0,0.0
"(40.763218, -73.8810618)",40.763218,1, -73.8810618,0.0,0.0
"(40.763224, -73.7748049)",40.763224,5, -73.7748049,2.0,0.0
"(40.7632297, -73.9089084)",40.7632297,16, -73.9089084,6.0,0.0
"(40.7632489, -73.7924752)",40.7632489,1, -73.7924752,1.0,0.0
"(40.7632493, -73.8848702)",40.7632493,9, -73.8848702,1.0,0.0
"(40.7632546, -73.9746334)",40.7632546,1, -73.9746334,0.0,0.0
"(40.7632592, -73.8685066)",40.7632592,4, -73.8685066,1.0,0.0
"(40.763261, -73.8724846)",40.763261,1, -73.8724846,0.0,0.0
"(40.7632741, -73.7588634)",40.7632741,1, -73.7588634,0.0,0.0
"(40.7632744, -73.8279495)",40.7632744,1, -73.8279495,0.0,0.0
"(40.7632754, -73.9313365)",40.7632754,5, -73.9313365,4.0,0.0
"(40.7632896, -73.8384326)",40.7632896,1, -73.8384326,1.0,0.0
"(40.7632922, -73.8306641)",40.7632922,1, -73.8306641,0.0,0.0
"(40.7633017, -73.8770944)",40.7633017,2, -73.8770944,0.0,0.0
"(40.7633195, -73.7369945)",40.7633195,3, -73.7369945,1.0,0.0
"(40.7633209, -73.7738407)",40.7633209,4, -73.7738407,0.0,0.0
"(40.7633337, -73.8640951)",40.7633337,2, -73.8640951,0.0,0.0
"(40.7633365, -73.972749)",40.7633365,1, -73.972749,0.0,0.0
"(40.7633458, -73.8773073)",40.7633458,48, -73.8773073,10.0,0.0
"(40.7633472, -73.8839423)",40.7633472,8, -73.8839423,5.0,0.0
