,LAT,LOCATION,LON,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
"(40.678466, -73.9284242)",40.678466,3, -73.9284242,0.0,0.0
"(40.6784684, -73.9878213)",40.6784684,8, -73.9878213,2.0,0.0
"(40.6784794, -73.7509031)",40.6784794,8, -73.7509031,0.0,0.0
"(40.6784799, -73.9932942)",40.6784799,5, -73.9932942,3.0,0.0
"(40.6784799, -74.0058514)",40.6784799,5, -74.0058514,2.0,0.0
"(40.6784854, -74.0061867)",40.6784854,1, -74.0061867,0.0,0.0
"(40.6784861, -73.9772831)",40.6784861,1, -73.9772831,0.0,0.0
"(40.678498, -73.7531708)",40.678498,4, -73.7531708,0.0,0.0
"(40.6785003, -73.7948661)",40.6785003,5, -73.7948661,4.0,0.0
"(40.6785023, -73.9504056)",40.6785023,1, -73.9504056,0.0,0.0
"(40.6785033, -73.8213614)",40.6785033,9, -73.8213614,2.0,0.0
"(40.6785038, -73.7432453)",40.6785038,7, -73.7432453,2.0,0.0
"(40.678507, -73.7349928)",40.678507,2, -73.7349928,0.0,0.0
"(40.6785087, -73.8143383)",40.6785087,8, -73.8143383,0.0,0.0
"(40.6785156, -73.9639002)",40.6785156,24, -73.9639002,11.0,0.0
"(40.678517, -73.7442728)",40.678517,1, -73.7442728,0.0,0.0
"(40.6785272, -73.9508238)",40.6785272,1, -73.9508238,0.0,0.0
"(40.6785336, -73.8460828)",40.6785336,11, -73.8460828,5.0,0.0
"(40.6785409, -73.8071961)",40.6785409,4, -73.8071961,1.0,0.0
"(40.6785444, -73.9685438)",40.6785444,39, -73.9685438,5.0,0.0
"(40.6785492, -73.9298122)",40.6785492,5, -73.9298122,2.0,0.0
"(40.6785583, -73.8890074)",40.6785583,10, -73.8890074,3.0,0.0
"(40.6785673, -73.9877672)",40.6785673,1, -73.9877672,0.0,0.0
"(40.6785718, -73.8729314)",40.6785718,3, -73.8729314,2.0,0.0
"(40.678574, -73.8281139)",40.678574,14, -73.8281139,1.0,0.0
"(40.6785759, -73.9162995)",40.6785759,43, -73.9162995,14.0,0.0
"(40.6785831, -73.8421529)",40.6785831,3, -73.8421529,0.0,0.0
"(40.6785854, -73.952064)",40.6785854,24, -73.952064,3.0,0.0
"(40.6785873, -73.9061289)",40.6785873,2, -73.9061289,1.0,0.0
"(40.6785927, -73.8965352)",40.6785927,19, -73.8965352,2.0,0.0
"(40.6786154, -73.7842301)",40.6786154,1, -73.7842301,0.0,0.0
"(40.678639, -73.9735083)",40.678639,63, -73.9735083,18.0,0.0
"(40.6786474, -74.0038324)",40.6786474,4, -74.0038324,0.0,0.0
"(40.6786507, -73.7914586)",40.6786507,13, -73.7914586,4.0,0.0
"(40.6786546, -74.0162815)",40.6786546,6, -74.0162815,0.0,0.0
"(40.6786696, -73.8451487)",40.6786696,14, -73.8451487,4.0,0.0
"(40.6786763, -73.9821898)",40.6786763,45, -73.9821898,5.0,0.0
"(40.6786766, -73.9842016)",40.6786766,1, -73.9842016,0.0,0.0
"(40.67868, -73.9904279)",40.67868,18, -73.9904279,4.0,0.0
"(40.6786804, -73.997671)",40.6786804,12, -73.997671,4.0,0.0
"(40.6786818, -73.7997002)",40.6786818,8, -73.7997002,1.0,0.0
"(40.6786904, -73.7494854)",40.6786904,1, -73.7494854,0.0,0.0
"(40.6786934, -74.0135271)",40.6786934,13, -74.0135271,2.0,0.0
"(40.6786998, -73.8671302)",40.6786998,1, -73.8671302,0.0,0.0
"(40.6786998, -73.9757508)",40.6786998,28, -73.9757508,8.0,0.0
"(40.678704, -73.7817421)",40.678704,11, -73.7817421,4.0,0.0
"(40.678723, -73.9529869)",40.678723,263, -73.9529869,77.0,0.0
"(40.6787285, -73.8342642)",40.6787285,4, -73.8342642,1.0,0.0
"(40.6787288, -73.9190501)",40.6787288,28, -73.9190501,7.0,0.0
"(40.6787295, -73.9329702)",40.6787295,12, -73.9329702,1.0,0.0
"(40.6787376, -73.8988676)",40.6787376,42, -73.8988676,15.0,0.0
"(40.6787485, -73.7939928)",40.6787485,14, -73.7939928,8.0,0.0
"(40.678749, -73.8204991)",40.678749,34, -73.8204991,15.0,0.0
"(40.678757, -73.8134615)",40.678757,15, -73.8134615,7.0,0.0
"(40.6787642, -73.9531527)",40.6787642,2, -73.9531527,1.0,0.0
"(40.6787678, -73.7639929)",40.6787678,1, -73.7639929,0.0,0.0
"(40.6787697, -73.7358534)",40.6787697,9, -73.7358534,3.0,0.0
"(40.6787753, -73.904463)",40.6787753,5, -73.904463,0.0,0.0
"(40.6787822, -73.9338931)",40.6787822,1, -73.9338931,0.0,0.0
"(40.6787829, -73.7441095)",40.6787829,3, -73.7441095,1.0,0.0
"(40.6787832, -73.9109381)",40.6787832,25, -73.9109381,9.0,0.0
"(40.6787891, -73.8442543)",40.6787891,60, -73.8442543,15.0,0.0
"(40.6787946, -73.8063156)",40.6787946,5, -73.8063156,1.0,0.0
"(40.6787988, -73.957342)",40.6787988,1, -73.957342,0.0,0.0
"(40.6788095, -73.920676)",40.6788095,1, -73.920676,0.0,0.0
"(40.6788099, -73.8261845)",40.6788099,1, -73.8261845,0.0,0.0
"(40.6788179, -73.9653422)",40.6788179,14, -73.9653422,7.0,0.0
"(40.6788292, -73.8881561)",40.6788292,9, -73.8881561,4.0,0.0
"(40.6788368, -73.9957926)",40.6788368,9, -73.9957926,2.0,0.0
"(40.6788389, -73.8271903)",40.6788389,5, -73.8271903,2.0,0.0
"(40.6788433, -73.754179)",40.6788433,65, -73.754179,13.0,0.0
"(40.6788479, -74.0019469)",40.6788479,1, -74.0019469,0.0,0.0
"(40.6788518, -73.8341088)",40.6788518,17, -73.8341088,12.0,0.0
"(40.6788687, -73.8708686)",40.6788687,19, -73.8708686,2.0,0.0
"(40.6788706, -73.9216458)",40.6788706,71, -73.9216458,26.0,0.0
"(40.6788739, -73.8341845)",40.6788739,18, -73.8341845,4.0,0.0
"(40.6788793, -73.9355983)",40.6788793,22, -73.9355983,5.0,0.0
"(40.6788807, -74.0056567)",40.6788807,1, -74.0056567,0.0,0.0
"(40.6788815, -73.7619159)",40.6788815,4, -73.7619159,3.0,0.0
"(40.6788841, -73.7915588)",40.6788841,1, -73.7915588,0.0,0.0
"(40.6788843, -73.903576)",40.6788843,2, -73.903576,0.0,0.0
"(40.6789044, -73.9703175)",40.6789044,1, -73.9703175,0.0,0.0
"(40.6789053, -73.9163928)",40.6789053,14, -73.9163928,7.0,0.0
"(40.6789218, -73.7988306)",40.6789218,5, -73.7988306,0.0,0.0
"(40.6789242, -74.0110539)",40.6789242,24, -74.0110539,11.0,0.0
"(40.6789253, -73.7489618)",40.6789253,1, -73.7489618,0.0,0.0
"(40.6789292, -73.9539529)",40.6789292,1, -73.9539529,2.0,0.0
"(40.6789349, -73.9619567)",40.6789349,11, -73.9619567,4.0,0.0
"(40.6789357, -74.0019072)",40.6789357,2, -74.0019072,1.0,0.0
"(40.6789429, -73.8344619)",40.6789429,14, -73.8344619,4.0,0.0
"(40.6789559, -73.7491275)",40.6789559,1, -73.7491275,2.0,0.0
"(40.6789561, -73.9684066)",40.6789561,1, -73.9684066,0.0,0.0
"(40.6789568, -73.954126)",40.6789568,10, -73.954126,4.0,1.0
"(40.6789631, -73.9496482)",40.6789631,16, -73.9496482,6.0,0.0
"(40.6789705, -73.7598389)",40.6789705,25, -73.7598389,8.0,0.0
"(40.6789708, -73.8956982)",40.6789708,22, -73.8956982,5.0,0.0
"(40.6789711, -74.008303)",40.6789711,5, -74.008303,0.0,0.0
"(40.6789762, -73.9156969)",40.6789762,1, -73.9156969,0.0,0.0
"(40.6789786, -73.9849983)",40.6789786,23, -73.9849983,3.0,0.0
"(40.678984, -73.8810642)",40.678984,31, -73.8810642,13.0,0.0
"(40.6789879, -73.7809119)",40.6789879,2, -73.7809119,0.0,0.0
"(40.6789913, -73.7540847)",40.6789913,1, -73.7540847,0.0,0.0
"(40.678993, -73.9240432)",40.678993,1, -73.9240432,0.0,0.0
"(40.6789959, -73.992948)",40.6789959,2, -73.992948,0.0,0.0
"(40.6789968, -73.7540775)",40.6789968,1, -73.7540775,0.0,0.0
"(40.6789995, -73.7931087)",40.6789995,6, -73.7931087,0.0,0.0
"(40.6790038, -73.8642165)",40.6790038,41, -73.8642165,3.0,0.0
"(40.6790054, -73.8125811)",40.6790054,9, -73.8125811,3.0,0.0
"(40.6790056, -73.8195862)",40.6790056,7, -73.8195862,2.0,0.0
"(40.6790147, -73.7586706)",40.6790147,15, -73.7586706,1.0,0.0
"(40.6790242, -73.7367213)",40.6790242,5, -73.7367213,3.0,0.0
"(40.6790261, -73.9243208)",40.6790261,1, -73.9243208,1.0,0.0
"(40.6790279, -73.7890923)",40.6790279,3, -73.7890923,1.0,0.0
"(40.6790298, -73.7784205)",40.6790298,26, -73.7784205,8.0,0.0
"(40.6790318, -73.9245912)",40.6790318,32, -73.9245912,7.0,0.0
"(40.6790333, -73.7288075)",40.6790333,2, -73.7288075,0.0,0.0
"(40.6790346, -73.9385077)",40.6790346,23, -73.9385077,51.0,0.0
"(40.6790348, -73.8335027)",40.6790348,14, -73.8335027,4.0,0.0
"(40.6790371, -74.0055846)",40.6790371,2, -74.0055846,0.0,0.0
"(40.6790379, -73.8025041)",40.6790379,1, -73.8025041,0.0,0.0
"(40.6790422, -74.0109313)",40.6790422,1, -74.0109313,1.0,0.0
"(40.6790429, -73.8054244)",40.6790429,6, -73.8054244,2.0,0.0
"(40.6790434, -73.7540448)",40.6790434,1, -73.7540448,1.0,0.0
"(40.6790454, -73.99567)",40.6790454,5, -73.99567,0.0,0.0
"(40.6790463, -73.9786781)",40.6790463,27, -73.9786781,6.0,0.0
"(40.679049, -73.9585677)",40.679049,32, -73.9585677,5.0,0.0
"(40.6790543, -73.7618323)",40.6790543,3, -73.7618323,1.0,0.0
"(40.6790593, -73.7449738)",40.6790593,9, -73.7449738,1.0,0.0
"(40.6790657, -73.7887965)",40.6790657,1, -73.7887965,0.0,0.0
"(40.6790692, -73.7584829)",40.6790692,1, -73.7584829,0.0,0.0
"(40.6790734, -73.9252653)",40.6790734,18, -73.9252653,4.0,0.0
"(40.6790739, -73.952006)",40.6790739,2, -73.952006,0.0,0.0
"(40.6790831, -73.8663147)",40.6790831,1, -73.8663147,0.0,0.0
"(40.6790846, -73.8263316)",40.6790846,12, -73.8263316,1.0,0.0
"(40.6790885, -73.9082806)",40.6790885,6, -73.9082806,1.0,0.0
"(40.6790964, -73.7982136)",40.6790964,14, -73.7982136,4.0,0.0
"(40.6790974, -73.8873048)",40.6790974,12, -73.8873048,4.0,0.0
"(40.6791024, -73.9873922)",40.6791024,22, -73.9873922,5.0,0.0
"(40.6791098, -73.8806133)",40.6791098,67, -73.8806133,18.0,0.0
"(40.679112, -73.7527719)",40.679112,4, -73.7527719,0.0,0.0
"(40.6791165, -73.8691051)",40.6791165,5, -73.8691051,2.0,0.0
"(40.6791167, -74.0055414)",40.6791167,5, -74.0055414,6.0,0.0
"(40.6791456, -73.9265631)",40.6791456,7, -73.9265631,10.0,0.0
"(40.6791635, -73.862345)",40.6791635,3, -73.862345,0.0,0.0
"(40.679168, -73.9848576)",40.679168,1, -73.9848576,1.0,0.0
"(40.6791818, -73.9273563)",40.6791818,39, -73.9273563,16.0,0.0
"(40.6791842, -73.9412764)",40.6791842,20, -73.9412764,6.0,0.0
"(40.6791872, -74.0156543)",40.6791872,7, -74.0156543,0.0,0.0
"(40.679204, -73.971709)",40.679204,12, -73.971709,3.0,0.0
"(40.6792042, -73.9552939)",40.6792042,139, -73.9552939,37.0,0.0
"(40.6792108, -73.9137389)",40.6792108,14, -73.9137389,8.0,0.0
"(40.6792196, -73.9040478)",40.6792196,22, -73.9040478,7.0,0.0
"(40.67922, -73.8614075)",40.67922,13, -73.8614075,5.0,0.0
"(40.6792225, -73.9818291)",40.6792225,1, -73.9818291,0.0,0.0
"(40.6792259, -74.0129035)",40.6792259,11, -74.0129035,0.0,0.0
"(40.6792376, -73.9996647)",40.6792376,10, -73.9996647,0.0,0.0
"(40.6792411, -73.8801516)",40.6792411,4, -73.8801516,2.0,0.0
"(40.6792445, -73.8731104)",40.6792445,9, -73.8731104,1.0,0.0
"(40.6792499, -73.8522968)",40.6792499,1, -73.8522968,0.0,0.0
"(40.6792501, -73.883537)",40.6792501,2, -73.883537,0.0,0.0
"(40.679254, -73.8187058)",40.679254,15, -73.8187058,5.0,0.0
"(40.6792565, -73.8117043)",40.6792565,8, -73.8117043,1.0,0.0
"(40.6792599, -73.7500782)",40.6792599,1, -73.7500782,1.0,0.0
"(40.6792635, -73.780089)",40.6792635,31, -73.780089,16.0,0.0
"(40.6792713, -73.9785411)",40.6792713,1, -73.9785411,0.0,0.0
"(40.679274, -73.8356509)",40.679274,25, -73.8356509,8.0,0.0
"(40.6792757, -73.8929433)",40.6792757,1, -73.8929433,0.0,0.0
"(40.6792761, -73.9290579)",40.6792761,1, -73.9290579,1.0,0.0
"(40.6792783, -73.8167264)",40.6792783,3, -73.8167264,1.0,0.0
"(40.6792793, -73.8604664)",40.6792793,12, -73.8604664,2.0,0.0
"(40.6792812, -73.9430934)",40.6792812,9, -73.9430934,1.0,0.0
"(40.6792861, -73.8326224)",40.6792861,2, -73.8326224,1.0,0.0
"(40.679288, -73.9795614)",40.679288,2, -73.9795614,0.0,0.0
"(40.6792899, -73.7670051)",40.6792899,4, -73.7670051,0.0,0.0
"(40.6792953, -73.737636)",40.6792953,12, -73.737636,5.0,0.0
"(40.6792956, -73.9064236)",40.6792956,23, -73.9064236,10.0,0.0
"(40.6793099, -73.7917089)",40.6793099,22, -73.7917089,3.0,0.0
"(40.679313, -73.9817534)",40.679313,45, -73.9817534,8.0,0.0
"(40.679314, -73.9899844)",40.679314,5, -73.9899844,0.0,0.0
"(40.6793167, -73.825509)",40.6793167,10, -73.825509,5.0,0.0
"(40.6793182, -73.7872887)",40.6793182,2, -73.7872887,2.0,0.0
"(40.6793246, -73.9192874)",40.6793246,12, -73.9192874,2.0,0.0
"(40.6793338, -73.9753215)",40.6793338,16, -73.9753215,1.0,0.0
"(40.679336, -73.7821114)",40.679336,2, -73.7821114,2.0,0.0
"(40.6793366, -73.9440488)",40.6793366,38, -73.9440488,2.0,0.0
"(40.6793378, -73.8948252)",40.6793378,21, -73.8948252,1.0,0.0
"(40.6793401, -73.9304351)",40.6793401,1, -73.9304351,0.0,0.0
"(40.6793412, -73.7458308)",40.6793412,5, -73.7458308,0.0,0.0
"(40.6793468, -73.8595253)",40.6793468,10, -73.8595253,9.0,0.0
"(40.679351, -73.750341)",40.679351,22, -73.750341,4.0,0.0
"(40.6793514, -73.8633505)",40.6793514,6, -73.8633505,3.0,0.0
"(40.6793614, -73.8797404)",40.6793614,40, -73.8797404,8.0,0.0
"(40.6793637, -73.797297)",40.6793637,5, -73.797297,1.0,0.0
"(40.679366, -74.0116993)",40.679366,1, -74.0116993,0.0,0.0
"(40.6793681, -73.9313255)",40.6793681,32, -73.9313255,15.0,0.0
"(40.6793737, -73.8864391)",40.6793737,15, -73.8864391,5.0,0.0
"(40.6793775, -73.9640728)",40.6793775,13, -73.9640728,2.0,0.0
"(40.6793785, -73.7963091)",40.6793785,1, -73.7963091,0.0,0.0
"(40.6793854, -74.0105276)",40.6793854,1, -74.0105276,0.0,0.0
"(40.6793916, -73.730616)",40.6793916,1, -73.730616,0.0,0.0
"(40.6793918, -73.9253407)",40.6793918,1, -73.9253407,1.0,0.0
"(40.6794033, -73.8585914)",40.6794033,9, -73.8585914,3.0,0.0
"(40.6794121, -73.7998386)",40.6794121,1, -73.7998386,0.0,0.0
"(40.6794199, -73.9682261)",40.6794199,30, -73.9682261,8.0,0.0
"(40.6794383, -73.7711976)",40.6794383,1, -73.7711976,0.0,0.0
"(40.6794501, -73.9461506)",40.6794501,1, -73.9461506,0.0,0.0
"(40.6794595, -74.0104266)",40.6794595,10, -74.0104266,2.0,0.0
"(40.6794745, -73.8025641)",40.6794745,1, -73.8025641,0.0,0.0
"(40.6794765, -73.8514094)",40.6794765,1, -73.8514094,0.0,0.0
"(40.6794769, -73.8939272)",40.6794769,9, -73.8939272,3.0,0.0
"(40.6794814, -73.7574034)",40.6794814,37, -73.7574034,13.0,0.0
"(40.6794818, -73.9953743)",40.6794818,4, -73.9953743,0.0,0.0
"(40.6794831, -73.7661861)",40.6794831,1, -73.7661861,0.0,0.0
"(40.6794843, -73.9328974)",40.6794843,44, -73.9328974,19.0,0.0
"(40.6794861, -73.9468176)",40.6794861,18, -73.9468176,3.0,0.0
"(40.6794866, -73.8572103)",40.6794866,9, -73.8572103,4.0,0.0
"(40.6794899, -73.8792678)",40.6794899,19, -73.8792678,5.0,0.0
"(40.6795007, -73.9731222)",40.6795007,1, -73.9731222,0.0,0.0
"(40.6795011, -73.9972816)",40.6795011,27, -73.9972816,5.0,0.0
"(40.6795064, -74.0076866)",40.6795064,7, -74.0076866,5.0,0.0
"(40.6795079, -73.8178327)",40.6795079,12, -73.8178327,6.0,0.0
"(40.6795162, -73.9110814)",40.6795162,53, -73.9110814,11.0,0.0
"(40.6795164, -73.9045701)",40.6795164,5, -73.9045701,3.0,0.0
"(40.6795235, -73.8673485)",40.6795235,1, -73.8673485,1.0,0.0
"(40.6795239, -73.8107589)",40.6795239,31, -73.8107589,10.0,0.0
"(40.6795288, -73.7487828)",40.6795288,2, -73.7487828,0.0,0.0
"(40.6795349, -73.9004708)",40.6795349,34, -73.9004708,10.0,0.0
"(40.6795373, -73.8317456)",40.6795373,10, -73.8317456,6.0,0.0
"(40.6795441, -73.8710403)",40.6795441,14, -73.8710403,3.0,0.0
"(40.679546, -73.8246972)",40.679546,7, -73.8246972,1.0,0.0
"(40.6795477, -74.0044202)",40.6795477,4, -74.0044202,1.0,0.0
"(40.6795528, -73.7792192)",40.6795528,3, -73.7792192,0.0,0.0
"(40.679561, -73.8988988)",40.679561,40, -73.8988988,11.0,0.0
"(40.6795637, -73.9484147)",40.6795637,1, -73.9484147,1.0,0.0
"(40.6795704, -73.7900929)",40.6795704,1, -73.7900929,0.0,0.0
"(40.6795745, -73.857257)",40.6795745,3, -73.857257,4.0,0.0
"(40.6795787, -73.978321)",40.6795787,7, -73.978321,6.0,0.0
"(40.6795808, -73.9751664)",40.6795808,1, -73.9751664,0.0,0.0
"(40.6795864, -73.9650678)",40.6795864,12, -73.9650678,1.0,0.0
"(40.6795869, -73.7284556)",40.6795869,3, -73.7284556,0.0,0.0
"(40.6795925, -73.934873)",40.6795925,39, -73.934873,15.0,0.0
"(40.6796078, -73.8930184)",40.6796078,12, -73.8930184,4.0,0.0
"(40.6796126, -73.9845691)",40.6796126,20, -73.9845691,3.0,0.0
"(40.6796147, -73.7964129)",40.6796147,4, -73.7964129,1.0,0.0
"(40.6796176, -73.7466986)",40.6796176,3, -73.7466986,8.0,0.0
"(40.6796328, -73.8622972)",40.6796328,11, -73.8622972,4.0,0.0
"(40.6796356, -73.9495828)",40.6796356,42, -73.9495828,9.0,0.0
"(40.6796375, -73.844429)",40.6796375,1, -73.844429,0.0,0.0
"(40.6796383, -73.9165397)",40.6796383,26, -73.9165397,8.0,0.0
"(40.6796405, -73.7314081)",40.6796405,7, -73.7314081,4.0,0.0
"(40.6796511, -73.9047899)",40.6796511,8, -73.9047899,1.0,0.0
"(40.6796533, -73.7772287)",40.6796533,45, -73.7772287,17.0,1.0
"(40.6796556, -73.8855553)",40.6796556,22, -73.8855553,7.0,0.0
"(40.6796759, -73.8786294)",40.6796759,27, -73.8786294,5.0,0.0
"(40.6796764, -73.9553946)",40.6796764,1, -73.9553946,0.0,0.0
"(40.6796802, -73.9782489)",40.6796802,13, -73.9782489,2.0,0.0
"(40.6796856, -73.8539254)",40.6796856,4, -73.8539254,1.0,0.0
"(40.6796927, -73.7653164)",40.6796927,1, -73.7653164,0.0,0.0
"(40.6797033, -73.9616787)",40.6797033,23, -73.9616787,3.0,0.0
"(40.6797088, -73.7892344)",40.6797088,3, -73.7892344,3.0,0.0
"(40.6797197, -74.0150307)",40.6797197,1, -74.0150307,0.0,0.0
"(40.67972, -73.7734681)",40.67972,30, -73.7734681,5.0,0.0
"(40.6797217, -73.8378058)",40.6797217,11, -73.8378058,0.0,0.0
"(40.679729, -73.7616136)",40.679729,6, -73.7616136,2.0,0.0
"(40.6797311, -73.9373966)",40.6797311,41, -73.9373966,14.0,0.0
"(40.6797343, -73.9743118)",40.6797343,57, -73.9743118,12.0,1.0
"(40.6797388, -73.8783877)",40.6797388,15, -73.8783877,5.0,0.0
"(40.6797415, -73.8921169)",40.6797415,23, -73.8921169,17.0,0.0
"(40.6797438, -73.9221315)",40.6797438,6, -73.9221315,3.0,0.0
"(40.6797447, -73.9869594)",40.6797447,6, -73.9869594,0.0,0.0
"(40.6797466, -73.7918698)",40.6797466,14, -73.7918698,3.0,0.0
"(40.679748, -73.92865)",40.679748,17, -73.92865,9.0,0.0
"(40.6797519, -73.7785659)",40.6797519,6, -73.7785659,1.0,0.0
"(40.6797536, -74.0015142)",40.6797536,5, -74.0015142,0.0,0.0
"(40.6797563, -73.8169487)",40.6797563,18, -73.8169487,13.0,0.0
"(40.6797618, -74.0052206)",40.6797618,10, -74.0052206,2.0,0.0
"(40.6797679, -73.8939952)",40.6797679,3, -73.8939952,1.0,0.0
"(40.6797808, -73.8238709)",40.6797808,17, -73.8238709,7.0,0.0
"(40.6797846, -73.8477096)",40.6797846,1, -73.8477096,0.0,0.0
"(40.6797858, -73.8308653)",40.6797858,15, -73.8308653,1.0,0.0
"(40.6797866, -73.9384349)",40.6797866,55, -73.9384349,29.0,0.0
"(40.6797882, -73.8525552)",40.6797882,8, -73.8525552,3.0,0.0
"(40.6797941, -73.8098135)",40.6797941,11, -73.8098135,3.0,0.0
"(40.6798188, -73.9084238)",40.6798188,13, -73.9084238,2.0,0.0
"(40.6798198, -73.9388927)",40.6798198,1, -73.9388927,0.0,0.0
"(40.6798209, -73.8078053)",40.6798209,2, -73.8078053,0.0,0.0
"(40.6798249, -73.99514)",40.6798249,7, -73.99514,1.0,0.0
"(40.6798312, -73.9582932)",40.6798312,110, -73.9582932,18.0,0.0
"(40.679832, -73.953206)",40.679832,37, -73.953206,6.0,0.0
"(40.6798336, -73.851596)",40.6798336,3, -73.851596,1.0,0.0
"(40.6798365, -73.9343968)",40.6798365,5, -73.9343968,1.0,0.0
"(40.6798397, -73.8026423)",40.6798397,7, -73.8026423,2.0,0.0
"(40.6798422, -73.7916171)",40.6798422,1, -73.7916171,0.0,0.0
"(40.6798503, -73.939466)",40.6798503,1, -73.939466,0.0,0.0
"(40.6798574, -73.7955289)",40.6798574,6, -73.7955289,2.0,0.0
"(40.6798587, -73.7916243)",40.6798587,1, -73.7916243,0.0,0.0
"(40.6798587, -73.9399202)",40.6798587,1, -73.9399202,1.0,0.0
"(40.67986, -73.8165951)",40.67986,2, -73.8165951,1.0,0.0
"(40.6798608, -73.7882929)",40.6798608,1, -73.7882929,0.0,0.0
"(40.6798697, -73.9398121)",40.6798697,1, -73.9398121,0.0,0.0
"(40.6798751, -73.8912153)",40.6798751,11, -73.8912153,8.0,0.0
"(40.6798891, -73.9403276)",40.6798891,50, -73.9403276,18.0,0.0
"(40.6798915, -73.8827211)",40.6798915,1, -73.8827211,0.0,0.0
"(40.6798928, -73.8506585)",40.6798928,13, -73.8506585,7.0,0.0
"(40.6798941, -73.7644504)",40.6798941,4, -73.7644504,0.0,0.0
"(40.6798945, -73.9791213)",40.6798945,1, -73.9791213,4.0,0.0
"(40.6798983, -73.7804583)",40.6798983,6, -73.7804583,3.0,0.0
"(40.6798994, -73.7475592)",40.6798994,4, -73.7475592,6.0,0.0
"(40.6799116, -73.9832603)",40.6799116,1, -73.9832603,0.0,0.0
"(40.6799142, -73.7394074)",40.6799142,6, -73.7394074,1.0,0.0
"(40.6799199, -73.8732749)",40.6799199,3, -73.8732749,0.0,0.0
"(40.679923, -73.7520875)",40.679923,1, -73.7520875,0.0,0.0
"(40.6799336, -73.9012562)",40.6799336,1, -73.9012562,0.0,0.0
"(40.6799355, -73.9138822)",40.6799355,28, -73.9138822,10.0,0.0
"(40.6799371, -73.7763624)",40.6799371,32, -73.7763624,8.0,0.0
"(40.679939, -73.9412073)",40.679939,64, -73.9412073,25.0,0.0
"(40.6799401, -73.8846715)",40.6799401,14, -73.8846715,6.0,0.0
"(40.6799453, -73.9895589)",40.6799453,18, -73.9895589,4.0,0.0
"(40.6799492, -73.8497246)",40.6799492,12, -73.8497246,10.0,0.0
"(40.6799525, -73.9813242)",40.6799525,34, -73.9813242,2.0,0.0
"(40.6799591, -73.9554376)",40.6799591,15, -73.9554376,1.0,0.0
"(40.6799598, -73.7824807)",40.6799598,1, -73.7824807,0.0,0.0
"(40.6799629, -73.8395214)",40.6799629,20, -73.8395214,0.0,0.0
"(40.679966, -73.9680456)",40.679966,1, -73.9680456,0.0,0.0
"(40.6799722, -73.9416759)",40.6799722,1, -73.9416759,0.0,0.0
"(40.6799752, -73.7762145)",40.6799752,1, -73.7762145,0.0,0.0
"(40.679992, -74.0098066)",40.679992,15, -74.0098066,2.0,0.0
"(40.6800074, -73.8160755)",40.6800074,12, -73.8160755,1.0,0.0
"(40.6800084, -73.8487907)",40.6800084,11, -73.8487907,0.0,0.0
"(40.6800088, -73.8903102)",40.6800088,14, -73.8903102,11.0,0.0
"(40.6800101, -73.8230411)",40.6800101,15, -73.8230411,3.0,0.0
"(40.6800133, -73.8288061)",40.6800133,1, -73.8288061,0.0,0.0
"(40.680015, -73.8774282)",40.680015,302, -73.8774282,106.0,0.0
"(40.680026, -73.7946162)",40.680026,7, -73.7946162,5.0,0.0
"(40.6800266, -73.8399647)",40.6800266,29, -73.8399647,8.0,0.0
"(40.6800276, -73.942689)",40.6800276,1, -73.942689,0.0,0.0
"(40.680036, -73.9054924)",40.680036,54, -73.9054924,19.0,0.0
"(40.680037, -73.8299886)",40.680037,20, -73.8299886,15.0,0.0
"(40.6800411, -73.9545975)",40.6800411,1, -73.9545975,0.0,0.0
"(40.6800414, -73.9429522)",40.6800414,1, -73.9429522,0.0,0.0
"(40.6800416, -74.0070593)",40.6800416,5, -74.0070593,1.0,0.0
"(40.6800424, -73.8089295)",40.6800424,12, -73.8089295,5.0,0.0
"(40.6800431, -73.784449)",40.6800431,1, -73.784449,0.0,0.0
"(40.6800498, -73.9432622)",40.6800498,73, -73.9432622,16.0,0.0
"(40.6800528, -73.9992717)",40.6800528,4, -73.9992717,2.0,0.0
"(40.6800548, -73.9194307)",40.6800548,20, -73.9194307,3.0,0.0
"(40.680056, -73.7295064)",40.680056,1, -73.7295064,1.0,0.0
"(40.6800609, -73.7668582)",40.6800609,3, -73.7668582,0.0,0.0
"(40.6800614, -73.9064081)",40.6800614,1, -73.9064081,0.0,0.0
"(40.6800647, -73.8478351)",40.6800647,7, -73.8478351,2.0,0.0
"(40.6800686, -73.8445578)",40.6800686,3, -73.8445578,0.0,0.0
"(40.6800719, -73.9434894)",40.6800719,1, -73.9434894,1.0,0.0
"(40.680074, -73.9543668)",40.680074,4, -73.9543668,0.0,0.0
"(40.6800793, -73.8526771)",40.6800793,2, -73.8526771,1.0,0.0
"(40.6800822, -73.971395)",40.6800822,14, -73.971395,3.0,0.0
"(40.6800879, -73.8017691)",40.6800879,12, -73.8017691,17.0,0.0
"(40.6800886, -73.9439725)",40.6800886,76, -73.9439725,25.0,0.0
"(40.6800964, -73.8959741)",40.6800964,2, -73.8959741,0.0,0.0
"(40.6800982, -73.7635916)",40.6800982,2, -73.7635916,0.0,0.0
"(40.6801051, -73.7576932)",40.6801051,4, -73.7576932,2.0,0.0
"(40.680111, -73.9254805)",40.680111,10, -73.9254805,4.0,0.0
