,PdDistrict,X,Y,K3,K2,K4,K5,K6
1762111,SOUTHERN,-122.413684555,37.7777984629,1,0,0,4,0
1762363,NORTHERN,-122.420021471,37.7872807076,1,0,0,0,0
1762380,NORTHERN,-122.420120319,37.7877570602,1,0,0,0,0
1762412,NORTHERN,-122.421395819,37.7856843389,1,0,0,0,0
1762422,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762425,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762434,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1762435,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1762451,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762453,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762454,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762492,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762493,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762515,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1762638,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762639,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762651,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762652,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762655,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762656,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762663,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762664,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1762679,MISSION,-122.416220196,37.762815158,0,1,1,1,2
1762680,MISSION,-122.416220196,37.762815158,0,1,1,1,2
1762926,MISSION,-122.417488324,37.765181804,0,1,1,1,2
1763707,NORTHERN,-122.419126295,37.786984958,1,0,0,0,0
1764103,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764140,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1764159,NORTHERN,-122.421861006,37.7880116319,1,0,0,0,0
1764174,TENDERLOIN,-122.417710345,37.7842362878,1,0,0,0,0
1764182,NORTHERN,-122.417710345,37.7842362878,1,0,0,0,0
1764192,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1764253,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1764254,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1764623,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764624,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764637,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764638,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764642,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764644,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764645,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764660,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764662,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764671,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764672,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764675,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764676,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1764705,NORTHERN,-122.420307356,37.7886989511,1,0,0,0,0
1764997,TENDERLOIN,-122.415885066,37.7835160564,1,0,0,0,0
1765089,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765095,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765101,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765103,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765104,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765105,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765106,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765108,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1765123,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765136,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765137,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765139,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765140,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765159,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1765160,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765165,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1765168,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765169,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765170,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765194,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1765195,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1765203,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765205,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765207,MISSION,-122.416220196,37.762815158,0,1,1,1,2
1765210,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1765368,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765447,NORTHERN,-122.421861006,37.7880116319,1,0,0,0,0
1765507,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765508,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765525,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765526,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765542,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765546,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765550,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765552,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765557,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1765558,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1765579,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765580,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765612,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765613,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765622,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765624,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1765885,BAYVIEW,-122.390703944,37.7404830102,0,1,1,1,5
1765895,NORTHERN,-122.421949488,37.7884881521,1,0,0,0,0
1765904,NORTHERN,-122.421395819,37.7856843389,1,0,0,0,0
1766328,MISSION,-122.416078424,37.7620347867,0,1,1,1,2
1766332,NORTHERN,-122.420307356,37.7886989511,1,0,0,0,0
1766335,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1766375,MISSION,-122.417180449,37.7619674218,0,1,1,1,2
1766923,MISSION,-122.413107623,37.765448018,0,1,1,1,2
1767089,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1767104,NORTHERN,-122.420120319,37.7877570602,1,0,0,0,0
1767116,NORTHERN,-122.419930112,37.7868262082,1,0,0,0,0
1767122,NORTHERN,-122.419930112,37.7868262082,1,0,0,0,0
1767152,NORTHERN,-122.420211965,37.7882225424,1,0,0,0,0
1767252,CENTRAL,-122.418090767,37.7861007451,1,0,0,0,0
1767621,NORTHERN,-122.419366295,37.7840280452,1,0,0,0,0
1768065,NORTHERN,-122.418274172,37.7870372043,1,0,0,0,0
1768093,MISSION,-122.414222705,37.7653250853,0,1,1,1,2
1768182,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768183,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768184,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768185,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768202,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1768203,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1768206,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768207,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768208,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768209,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768233,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768235,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768254,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768261,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768262,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768629,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768630,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1768652,BAYVIEW,-122.39506285,37.7665443562,0,1,1,4,1
1768684,MISSION,-122.412051228,37.7616441977,0,1,1,1,2
1768695,MISSION,-122.416078424,37.7620347867,0,1,1,1,2
1768696,MISSION,-122.416078424,37.7620347867,0,1,1,1,2
1770268,NORTHERN,-122.417710345,37.7842362878,1,0,0,0,0
1770334,MISSION,-122.415308389,37.7653161356,0,1,1,1,2
1770501,MISSION,-122.415132425,37.7641898631,0,1,1,1,2
1770684,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770685,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770686,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1770687,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1770700,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1770701,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1770703,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770704,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770710,TENDERLOIN,-122.415357787,37.7855449804,1,0,0,0,0
1770711,TENDERLOIN,-122.415357787,37.7855449804,1,0,0,0,0
1770715,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770716,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770732,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770733,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770736,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770737,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770764,TENDERLOIN,-122.415675315,37.7854477947,1,0,0,0,0
1770765,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770768,TENDERLOIN,-122.415675315,37.7854477947,1,0,0,0,0
1770769,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1770891,MISSION,-122.413107623,37.765448018,0,1,1,1,2
1770989,NORTHERN,-122.420120319,37.7877570602,1,0,0,0,0
1770991,NORTHERN,-122.420307356,37.7886989511,1,0,0,0,0
1771139,TARAVAL,-122.488549779,37.7415296053,2,1,3,3,4
1771544,NORTHERN,-122.423340547,37.7962454397,1,0,0,0,0
1771652,MISSION,-122.415000537,37.7620990021,0,1,1,1,2
1771788,CENTRAL,-122.417841551,37.7889536872,1,0,0,0,0
1773075,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1773082,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1773085,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1773094,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1773138,TENDERLOIN,-122.416452066,37.7863086886,1,0,0,0,0
1773139,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1773660,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1773661,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1773686,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1773687,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1773688,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1773689,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1773690,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1773691,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1773834,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1773844,NORTHERN,-122.421395819,37.7856843389,1,0,0,0,0
1773854,NORTHERN,-122.420307356,37.7886989511,1,0,0,0,0
1773856,CENTRAL,-122.41664237,37.7872450378,1,0,0,0,0
1773921,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773922,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773930,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773931,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773938,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773939,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773952,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773953,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773954,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773955,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773966,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1773967,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1774020,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1774021,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1774037,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1774038,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1774043,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1774055,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1774062,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1774063,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1774386,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1774400,MISSION,-122.411090795,37.7617009782,0,1,1,1,2
1774424,MISSION,-122.416078424,37.7620347867,0,1,1,1,2
1774425,MISSION,-122.416078424,37.7620347867,0,1,1,1,2
1774988,MISSION,-122.415000537,37.7620990021,0,1,1,1,2
1774989,MISSION,-122.415000537,37.7620990021,0,1,1,1,2
1775298,MISSION,-122.412056242,37.7609899089,0,1,1,1,2
1775632,MISSION,-122.41718521,37.7627583408,0,1,1,1,2
1775633,MISSION,-122.41718521,37.7627583408,0,1,1,1,2
1775946,NORTHERN,-122.420021471,37.7872807076,1,0,0,0,0
1775960,NORTHERN,-122.420021471,37.7872807076,1,0,0,0,0
1775961,NORTHERN,-122.420021471,37.7872807076,1,0,0,0,0
1776023,NORTHERN,-122.418274172,37.7870372043,1,0,0,0,0
1776024,NORTHERN,-122.418274172,37.7870372043,1,0,0,0,0
1776071,MISSION,-122.412051228,37.7616441977,0,1,1,1,2
1776074,MISSION,-122.412051228,37.7616441977,0,1,1,1,2
1776105,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1776289,MISSION,-122.420434725,37.7633758058,0,1,1,1,2
1776578,NORTHERN,-122.433533087,37.7831315651,1,0,0,0,0
1776581,NORTHERN,-122.433533087,37.7831315651,1,0,0,0,0
1776610,NORTHERN,-122.418562097,37.7841847091,1,0,0,0,0
1776612,NORTHERN,-122.418562097,37.7841847091,1,0,0,0,0
1776703,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1776705,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1776917,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1776937,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1776945,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1776995,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1777004,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1777029,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1777044,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1777053,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1777058,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1777367,MISSION,-122.418120086,37.760301234,0,1,1,1,2
1777368,MISSION,-122.418120086,37.760301234,0,1,1,1,2
1777377,MISSION,-122.418120086,37.760301234,0,1,1,1,2
1777378,MISSION,-122.418120086,37.760301234,0,1,1,1,2
1777398,MISSION,-122.418120086,37.760301234,0,1,1,1,2
1777399,MISSION,-122.418120086,37.760301234,0,1,1,1,2
1777402,MISSION,-122.418120086,37.760301234,0,1,1,1,2
1777462,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1777465,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1777489,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1777492,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1777931,MISSION,-122.418486297,37.7634954373,0,1,1,1,2
1778495,NORTHERN,-122.419930112,37.7868262082,1,0,0,0,0
1778725,NORTHERN,-122.419458073,37.7844990198,1,0,0,0,0
1779095,SOUTHERN,-122.422586142,37.7720472598,0,1,1,1,2
1779495,CENTRAL,-122.415821891,37.7872932911,1,0,0,0,0
1779775,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1779785,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1779790,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1779814,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1779815,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1779870,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1779886,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1779888,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1779908,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780227,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780228,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780250,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780251,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780253,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780254,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780259,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780260,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780274,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780275,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780288,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780289,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1780298,TENDERLOIN,-122.416916142,37.7843944492,1,0,0,0,0
1780299,TENDERLOIN,-122.416916142,37.7843944492,1,0,0,0,0
1780374,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1780377,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1781749,NORTHERN,-122.419126295,37.786984958,1,0,0,0,0
1782679,NORTHERN,-122.419739838,37.7858926099,1,0,0,0,0
1782714,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782715,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782745,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782746,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782749,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782750,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782755,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782756,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782802,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782803,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782834,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782836,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782844,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782847,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782849,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782850,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782868,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1782869,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1783662,MISSION,-122.415308389,37.7653161356,0,1,1,1,2
1785438,NORTHERN,-122.419930112,37.7868262082,1,0,0,0,0
1785782,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785784,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785795,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1785813,NORTHERN,-122.417903978,37.7851670875,1,0,0,0,0
1785817,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785819,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785833,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785835,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785836,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785837,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1785877,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1785878,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1785897,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1785899,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1787240,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1787254,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1787264,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1787315,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1787317,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1787355,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1788066,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788067,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788069,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788070,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788079,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788082,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788104,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788114,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788128,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788173,MISSION,-122.415155941,37.7636979309,0,1,1,1,2
1788180,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788209,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1788479,SOUTHERN,-122.40181724,37.788440504,1,0,0,4,1
1788516,SOUTHERN,-122.40181724,37.788440504,1,0,0,4,1
1788565,SOUTHERN,-122.40181724,37.788440504,1,0,0,4,1
1789128,TENDERLOIN,-122.416916142,37.7843944492,1,0,0,0,0
1790179,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1790190,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1790196,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1790232,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1790237,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1790265,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1790266,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1790274,TENDERLOIN,-122.415885066,37.7835160564,1,0,0,0,0
1790277,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1790584,MISSION,-122.416374836,37.7644225166,0,1,1,1,2
1790935,NORTHERN,-122.420211965,37.7882225424,1,0,0,0,0
1790937,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1790940,CENTRAL,-122.418658295,37.7889098399,1,0,0,0,0
1790966,NORTHERN,-122.421663714,37.787075404,1,0,0,0,0
1790978,NORTHERN,-122.419508198,37.7888565421,1,0,0,0,0
1791256,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1791259,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1791277,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1791280,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1791293,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1791296,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1791298,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1791422,NORTHERN,-122.423598601,37.788279963,1,0,0,0,0
1792918,NORTHERN,-122.419317324,37.7879136979,1,0,0,0,0
1792943,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1792951,CENTRAL,-122.418274172,37.7870372043,1,0,0,0,0
1793005,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793006,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793023,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793024,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793048,MISSION,-122.41638971,37.7652491154,0,1,1,1,2
1793049,MISSION,-122.41638971,37.7652491154,0,1,1,1,2
1793050,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793071,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793072,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793085,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793086,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793105,MISSION,-122.415308389,37.7653161356,0,1,1,1,2
1793106,MISSION,-122.415308389,37.7653161356,0,1,1,1,2
1793113,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793114,MISSION,-122.416230393,37.7636337703,0,1,1,1,2
1793422,MISSION,-122.414845139,37.7605000726,0,1,1,1,2
1793432,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1793440,CENTRAL,-122.418467748,37.787965257,1,0,0,0,0
1793451,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1793453,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1793470,NORTHERN,-122.418467748,37.787965257,1,0,0,0,0
1793477,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1793512,NORTHERN,-122.418562843,37.7884306841,1,0,0,0,0
1793521,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1793546,NORTHERN,-122.418368839,37.7874861572,1,0,0,0,0
1793731,TENDERLOIN,-122.417710345,37.7842362878,1,0,0,0,0
1793770,NORTHERN,-122.420307356,37.7886989511,1,0,0,0,0
1793955,INGLESIDE,-122.417164792,37.7470622078,0,1,1,1,2
1794214,MISSION,-122.417332583,37.7635718956,0,1,1,1,2
1794259,MISSION,-122.416872884,37.7587640201,0,1,1,1,2
1794594,MISSION,-122.411486366,37.7482978317,0,1,1,1,2
1794862,BAYVIEW,-122.40471534,37.7301607833,0,1,1,1,5
1795684,NORTHERN,-122.420120319,37.7877570602,1,0,0,0,0
1796135,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796139,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796212,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1796213,TENDERLOIN,-122.416261837,37.7853750846,1,0,0,0,0
1796235,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796236,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796247,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796248,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796249,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796250,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
1796264,TENDERLOIN,-122.416075285,37.7844496613,1,0,0,0,0
